name,date,hour,count
uni-rowe,2017-05-17,0,0
uni-rowe,2017-05-17,1,0
uni-rowe,2017-05-17,2,0
uni-rowe,2017-05-17,3,0
uni-rowe,2017-05-17,4,0
uni-rowe,2017-05-17,5,0
uni-rowe,2017-05-17,6,3
uni-rowe,2017-05-17,7,17
uni-rowe,2017-05-17,8,19
uni-rowe,2017-05-17,9,17
uni-rowe,2017-05-17,10,7
uni-rowe,2017-05-17,11,10
uni-rowe,2017-05-17,12,12
uni-rowe,2017-05-17,13,6
uni-rowe,2017-05-17,14,5
uni-rowe,2017-05-17,15,11
uni-rowe,2017-05-17,16,14
uni-rowe,2017-05-17,17,12
uni-rowe,2017-05-17,18,4
uni-rowe,2017-05-17,19,4
uni-rowe,2017-05-17,20,5
uni-rowe,2017-05-17,21,1
uni-rowe,2017-05-17,22,0
uni-rowe,2017-05-17,23,0
uni-rowe,2017-05-18,0,0
uni-rowe,2017-05-18,1,0
uni-rowe,2017-05-18,2,0
uni-rowe,2017-05-18,3,0
uni-rowe,2017-05-18,4,0
uni-rowe,2017-05-18,5,0
uni-rowe,2017-05-18,6,2
uni-rowe,2017-05-18,7,14
uni-rowe,2017-05-18,8,18
uni-rowe,2017-05-18,9,10
uni-rowe,2017-05-18,10,8
uni-rowe,2017-05-18,11,9
uni-rowe,2017-05-18,12,5
uni-rowe,2017-05-18,13,6
uni-rowe,2017-05-18,14,7
uni-rowe,2017-05-18,15,7
uni-rowe,2017-05-18,16,12
uni-rowe,2017-05-18,17,12
uni-rowe,2017-05-18,18,5
uni-rowe,2017-05-18,19,2
uni-rowe,2017-05-18,20,3
uni-rowe,2017-05-18,21,5
uni-rowe,2017-05-18,22,0
uni-rowe,2017-05-18,23,0
uni-rowe,2017-05-19,0,0
uni-rowe,2017-05-19,1,0
uni-rowe,2017-05-19,2,0
uni-rowe,2017-05-19,3,0
uni-rowe,2017-05-19,4,0
uni-rowe,2017-05-19,5,0
uni-rowe,2017-05-19,6,1
uni-rowe,2017-05-19,7,4
uni-rowe,2017-05-19,8,18
uni-rowe,2017-05-19,9,10
uni-rowe,2017-05-19,10,2
uni-rowe,2017-05-19,11,9
uni-rowe,2017-05-19,12,4
uni-rowe,2017-05-19,13,4
uni-rowe,2017-05-19,14,3
uni-rowe,2017-05-19,15,9
uni-rowe,2017-05-19,16,6
uni-rowe,2017-05-19,17,3
uni-rowe,2017-05-19,18,2
uni-rowe,2017-05-19,19,4
uni-rowe,2017-05-19,20,3
uni-rowe,2017-05-19,21,3
uni-rowe,2017-05-19,22,2
uni-rowe,2017-05-19,23,2
uni-rowe,2017-05-20,0,0
uni-rowe,2017-05-20,1,0
uni-rowe,2017-05-20,2,0
uni-rowe,2017-05-20,3,0
uni-rowe,2017-05-20,4,0
uni-rowe,2017-05-20,5,0
uni-rowe,2017-05-20,6,1
uni-rowe,2017-05-20,7,0
uni-rowe,2017-05-20,8,2
uni-rowe,2017-05-20,9,3
uni-rowe,2017-05-20,10,6
uni-rowe,2017-05-20,11,5
uni-rowe,2017-05-20,12,3
uni-rowe,2017-05-20,13,5
uni-rowe,2017-05-20,14,4
uni-rowe,2017-05-20,15,1
uni-rowe,2017-05-20,16,3
uni-rowe,2017-05-20,17,5
uni-rowe,2017-05-20,18,3
uni-rowe,2017-05-20,19,2
uni-rowe,2017-05-20,20,1
uni-rowe,2017-05-20,21,0
uni-rowe,2017-05-20,22,0
uni-rowe,2017-05-20,23,0
uni-rowe,2017-05-21,0,0
uni-rowe,2017-05-21,1,0
uni-rowe,2017-05-21,2,0
uni-rowe,2017-05-21,3,0
uni-rowe,2017-05-21,4,0
uni-rowe,2017-05-21,5,0
uni-rowe,2017-05-21,6,2
uni-rowe,2017-05-21,7,1
uni-rowe,2017-05-21,8,3
uni-rowe,2017-05-21,9,2
uni-rowe,2017-05-21,10,4
uni-rowe,2017-05-21,11,5
uni-rowe,2017-05-21,12,7
uni-rowe,2017-05-21,13,8
uni-rowe,2017-05-21,14,3
uni-rowe,2017-05-21,15,0
uni-rowe,2017-05-21,16,10
uni-rowe,2017-05-21,17,1
uni-rowe,2017-05-21,18,3
uni-rowe,2017-05-21,19,3
uni-rowe,2017-05-21,20,0
uni-rowe,2017-05-21,21,0
uni-rowe,2017-05-21,22,0
uni-rowe,2017-05-21,23,0
uni-rowe,2017-05-22,0,0
uni-rowe,2017-05-22,1,0
uni-rowe,2017-05-22,2,1
uni-rowe,2017-05-22,3,0
uni-rowe,2017-05-22,4,0
uni-rowe,2017-05-22,5,0
uni-rowe,2017-05-22,6,0
uni-rowe,2017-05-22,7,0
uni-rowe,2017-05-22,8,0
uni-rowe,2017-05-22,9,4
uni-rowe,2017-05-22,10,1
uni-rowe,2017-05-22,11,2
uni-rowe,2017-05-22,12,3
uni-rowe,2017-05-22,13,5
uni-rowe,2017-05-22,14,3
uni-rowe,2017-05-22,15,5
uni-rowe,2017-05-22,16,5
uni-rowe,2017-05-22,17,1
uni-rowe,2017-05-22,18,2
uni-rowe,2017-05-22,19,6
uni-rowe,2017-05-22,20,0
uni-rowe,2017-05-22,21,1
uni-rowe,2017-05-22,22,0
uni-rowe,2017-05-22,23,0
uni-rowe,2017-05-23,0,0
uni-rowe,2017-05-23,1,0
uni-rowe,2017-05-23,2,0
uni-rowe,2017-05-23,3,0
uni-rowe,2017-05-23,4,0
uni-rowe,2017-05-23,5,0
uni-rowe,2017-05-23,6,0
uni-rowe,2017-05-23,7,5
uni-rowe,2017-05-23,8,10
uni-rowe,2017-05-23,9,8
uni-rowe,2017-05-23,10,4
uni-rowe,2017-05-23,11,6
uni-rowe,2017-05-23,12,4
uni-rowe,2017-05-23,13,5
uni-rowe,2017-05-23,14,3
uni-rowe,2017-05-23,15,2
uni-rowe,2017-05-23,16,5
uni-rowe,2017-05-23,17,2
uni-rowe,2017-05-23,18,2
uni-rowe,2017-05-23,19,0
uni-rowe,2017-05-23,20,1
uni-rowe,2017-05-23,21,0
uni-rowe,2017-05-23,22,0
uni-rowe,2017-05-23,23,0
uni-rowe,2017-05-24,0,0
uni-rowe,2017-05-24,1,0
uni-rowe,2017-05-24,2,0
uni-rowe,2017-05-24,3,0
uni-rowe,2017-05-24,4,0
uni-rowe,2017-05-24,5,1
uni-rowe,2017-05-24,6,4
uni-rowe,2017-05-24,7,7
uni-rowe,2017-05-24,8,18
uni-rowe,2017-05-24,9,13
uni-rowe,2017-05-24,10,5
uni-rowe,2017-05-24,11,11
uni-rowe,2017-05-24,12,8
uni-rowe,2017-05-24,13,5
